"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Ervaren gezondheid (goed/zeer goed) (%)";"Bewegen/Voldoet aan beweegrichtlijn (%)";"Onder- en overgewicht/Mate van overgewicht/Ernstig overgewicht (%)";"Roker (%)";"Alcoholgebruik/Voldoet aan alcohol richtlijn (%)";"Alcoholgebruik/Drinker (%)";"Alcoholgebruik/Zware drinker (%)";"Alcoholgebruik/Overmatige drinker (%)";"Lichamelijke gezondheid/Eén of meer langdurige aandoeningen (%)";"Psychische klachten (%)";"Veerkracht/(Zeer) lage veerkracht (%)";"Hoog risico op angst of depressie (%)";"Eenzaamheid/Ernstig/zeer ernstig eenzaam (%)"
"18 jaar of ouder";"Waarde";"2020";"Oud Charlois";"Rotterdam                               ";"Buurt     ";"BU05991574          ";"    73.4";"    45.4";"    19.4";"    25.1";"    55.8";"    64.2";"     7.3";"     4.4";"    32.1";"       .";"       .";"    11.6";"    18.3"
"18 jaar of ouder";"Waarde";"2020";"Wielewaal";"Rotterdam                               ";"Buurt     ";"BU05991575          ";"    62.3";"    35.8";"    22.9";"    25.0";"    57.3";"    65.8";"     7.0";"     5.5";"    45.5";"       .";"       .";"    10.2";"    18.7"
"18 jaar of ouder";"Waarde";"2020";"Zuidplein";"Rotterdam                               ";"Buurt     ";"BU05991576          ";"    73.4";"    39.2";"    18.6";"    24.1";"    52.4";"    67.1";"     7.9";"     5.9";"    33.0";"       .";"       .";"    10.1";"    17.2"
"18 jaar of ouder";"Waarde";"2020";"Pendrecht";"Rotterdam                               ";"Buurt     ";"BU05991577          ";"    70.0";"    40.2";"    22.7";"    24.5";"    65.3";"    55.2";"     5.6";"     3.5";"    34.1";"       .";"       .";"    12.3";"    20.4"
"18 jaar of ouder";"Waarde";"2020";"Zuiderpark";"Rotterdam                               ";"Buurt     ";"BU05991578          ";"    65.1";"    34.4";"    21.5";"    23.0";"    59.4";"    62.8";"     7.0";"     6.6";"    44.1";"       .";"       .";"    11.1";"    16.6"
"18 jaar of ouder";"Waarde";"2020";"Heijplaat";"Rotterdam                               ";"Buurt     ";"BU05991593          ";"    73.8";"    40.9";"    21.2";"    21.5";"    47.9";"    74.8";"     7.3";"     4.6";"    33.6";"       .";"       .";"     8.8";"    14.3"
"18 jaar of ouder";"Waarde";"2020";"Hoogvliet";"Rotterdam                               ";"Wijk      ";"WK059916            ";"    73.5";"    38.9";"    21.5";"    20.0";"    55.3";"    70.9";"     6.0";"     4.7";"    35.2";"       .";"       .";"     8.9";"    14.6"
"18 jaar of ouder";"Waarde";"2020";"Hoogvliet Noord";"Rotterdam                               ";"Buurt     ";"BU05991692          ";"    74.8";"    40.6";"    21.4";"    20.3";"    56.2";"    69.6";"     5.9";"     4.3";"    33.7";"       .";"       .";"     9.5";"    15.1"
"18 jaar of ouder";"Waarde";"2020";"Hoogvliet Zuid";"Rotterdam                               ";"Buurt     ";"BU05991699          ";"    72.8";"    37.9";"    21.5";"    19.8";"    54.8";"    71.6";"     6.0";"     5.0";"    36.1";"       .";"       .";"     8.5";"    14.3"
"18 jaar of ouder";"Waarde";"2020";"Hoek van Holland";"Rotterdam                               ";"Wijk      ";"WK059917            ";"    76.1";"    47.2";"    16.4";"    17.6";"    40.9";"    81.3";"     7.8";"     5.9";"    35.2";"       .";"       .";"     6.2";"    11.4"
"18 jaar of ouder";"Waarde";"2020";"Strand en Duin";"Rotterdam                               ";"Buurt     ";"BU05991701          ";"    85.1";"    52.5";"    12.0";"    13.6";"    33.6";"    88.1";"     8.2";"     6.0";"    27.1";"       .";"       .";"     3.6";"     6.7"
"18 jaar of ouder";"Waarde";"2020";"Dorp";"Rotterdam                               ";"Buurt     ";"BU05991702          ";"    73.5";"    45.7";"    17.6";"    18.7";"    42.9";"    79.3";"     7.7";"     5.9";"    37.6";"       .";"       .";"     6.9";"    12.8"
"18 jaar of ouder";"Waarde";"2020";"Rijnpoort";"Rotterdam                               ";"Buurt     ";"BU05991703          ";"    81.7";"    51.8";"    12.5";"    11.9";"    37.4";"    84.6";"     8.0";"     6.2";"    26.7";"       .";"       .";"     5.3";"     7.3"
"18 jaar of ouder";"Waarde";"2020";"Spaanse Polder";"Rotterdam                               ";"Wijk      ";"WK059918            ";"    78.9";"    46.5";"    17.6";"    20.0";"    45.2";"    78.8";"     7.4";"     6.2";"    32.5";"       .";"       .";"     5.4";"    12.4"
"18 jaar of ouder";"Waarde";"2020";"Spaanse Polder";"Rotterdam                               ";"Buurt     ";"BU05991853          ";"    78.9";"    46.5";"    17.6";"    20.0";"    45.2";"    78.8";"     7.4";"     6.2";"    32.5";"       .";"       .";"     5.4";"    12.4"
"18 jaar of ouder";"Waarde";"2020";"Nieuw Mathenesse";"Rotterdam                               ";"Wijk      ";"WK059919            ";"    87.3";"    51.1";"     8.8";"    23.3";"    41.4";"    82.0";"     8.6";"     4.3";"    17.4";"       .";"       .";"     9.0";"    18.2"
"18 jaar of ouder";"Waarde";"2020";"Nieuw Mathenesse";"Rotterdam                               ";"Buurt     ";"BU05991926          ";"    87.3";"    51.1";"     8.8";"    23.3";"    41.4";"    82.0";"     8.6";"     4.3";"    17.4";"       .";"       .";"     9.0";"    18.2"
"18 jaar of ouder";"Waarde";"2020";"Waalhaven-Eemhaven";"Rotterdam                               ";"Wijk      ";"WK059921            ";"    78.5";"    50.7";"    14.6";"    30.8";"    46.9";"    75.3";"     9.5";"     5.3";"    31.1";"       .";"       .";"     9.2";"    16.7"
"18 jaar of ouder";"Waarde";"2020";"Waalhaven";"Rotterdam                               ";"Buurt     ";"BU05992194          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Eemhaven";"Rotterdam                               ";"Buurt     ";"BU05992196          ";"    78.1";"    51.5";"    15.2";"    33.4";"    45.9";"    73.3";"     7.6";"     6.1";"    38.8";"       .";"       .";"     5.7";"    12.9"
"18 jaar of ouder";"Waarde";"2020";"Waalhaven Zuid";"Rotterdam                               ";"Buurt     ";"BU05992198          ";"    77.0";"    49.3";"    15.5";"    27.5";"    52.0";"    72.4";"    11.0";"     4.5";"    28.0";"       .";"       .";"    10.9";"    18.3"
"18 jaar of ouder";"Waarde";"2020";"Vondelingenplaat";"Rotterdam                               ";"Wijk      ";"WK059922            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Vondelingenplaat";"Rotterdam                               ";"Buurt     ";"BU05992295          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Botlek-Europoort-Maasvlakte";"Rotterdam                               ";"Wijk      ";"WK059923            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Botlek";"Rotterdam                               ";"Buurt     ";"BU05992306          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Europoort";"Rotterdam                               ";"Buurt     ";"BU05992307          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Maasvlakte";"Rotterdam                               ";"Buurt     ";"BU05992308          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Rotterdam-Noord-West";"Rotterdam                               ";"Wijk      ";"WK059924            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Bedrijvenpark Noord-West";"Rotterdam                               ";"Buurt     ";"BU05992459          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Rivium";"Rotterdam                               ";"Wijk      ";"WK059925            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Rivium";"Rotterdam                               ";"Buurt     ";"BU05992540          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2020";"Rozenburg";"Rotterdam                               ";"Wijk      ";"WK059927            ";"    75.3";"    43.6";"    20.7";"    18.6";"    46.9";"    78.0";"     6.8";"     5.3";"    35.5";"       .";"       .";"     7.3";"    12.6"
"18 jaar of ouder";"Waarde";"2020";"Rozenburg";"Rotterdam                               ";"Buurt     ";"BU05992704          ";"    75.3";"    43.6";"    20.7";"    18.6";"    46.9";"    78.0";"     6.8";"     5.3";"    35.5";"       .";"       .";"     7.3";"    12.6"
"18 jaar of ouder";"Waarde";"2020";"Noordzeeweg";"Rotterdam                               ";"Buurt     ";"BU05992705          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
