"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Ervaren gezondheid (goed/zeer goed) (%)";"Bewegen/Voldoet aan beweegrichtlijn (%)";"Onder- en overgewicht/Mate van overgewicht/Ernstig overgewicht (%)";"Roker (%)";"Alcoholgebruik/Voldoet aan alcohol richtlijn (%)";"Alcoholgebruik/Drinker (%)";"Alcoholgebruik/Zware drinker (%)";"Alcoholgebruik/Overmatige drinker (%)";"Lichamelijke gezondheid/Eén of meer langdurige aandoeningen (%)";"Psychische klachten (%)";"Veerkracht/(Zeer) lage veerkracht (%)";"Hoog risico op angst of depressie (%)";"Eenzaamheid/Ernstig/zeer ernstig eenzaam (%)"
"18 jaar of ouder";"Waarde";"2022";"Bospolder";"Rotterdam                               ";"Buurt     ";"BU05990321          ";"    54.6";"    44.4";"    19.8";"    24.9";"    61.9";"    53.1";"     8.9";"     5.0";"    38.2";"    38.2";"    30.6";"    20.5";"    26.6"
"18 jaar of ouder";"Waarde";"2022";"Tussendijken";"Rotterdam                               ";"Buurt     ";"BU05990322          ";"    53.1";"    46.3";"    19.5";"    26.9";"    60.3";"    54.1";"     9.8";"     5.6";"    38.6";"    39.7";"    32.2";"    21.5";"    27.7"
"18 jaar of ouder";"Waarde";"2022";"Spangen";"Rotterdam                               ";"Buurt     ";"BU05990323          ";"    56.3";"    45.8";"    20.0";"    24.3";"    61.9";"    51.7";"     8.1";"     4.7";"    36.0";"    37.3";"    28.5";"    19.8";"    26.3"
"18 jaar of ouder";"Waarde";"2022";"Nieuwe Westen";"Rotterdam                               ";"Buurt     ";"BU05990324          ";"    60.6";"    49.6";"    16.3";"    24.6";"    52.2";"    62.6";"    11.0";"     6.6";"    34.3";"    34.8";"    26.4";"    18.7";"    23.9"
"18 jaar of ouder";"Waarde";"2022";"Middelland";"Rotterdam                               ";"Buurt     ";"BU05990325          ";"    67.0";"    52.9";"    13.5";"    24.4";"    42.3";"    73.2";"    12.8";"     7.6";"    31.3";"    31.9";"    22.2";"    17.1";"    21.2"
"18 jaar of ouder";"Waarde";"2022";"Oud Mathenesse";"Rotterdam                               ";"Buurt     ";"BU05990327          ";"    61.7";"    46.2";"    18.4";"    27.7";"    50.7";"    69.8";"     9.2";"     6.1";"    33.7";"    34.6";"    23.8";"    17.1";"    25.4"
"18 jaar of ouder";"Waarde";"2022";"Witte Dorp";"Rotterdam                               ";"Buurt     ";"BU05990328          ";"    52.2";"    41.4";"    24.6";"    23.9";"    68.0";"    48.0";"     6.5";"     4.8";"    41.3";"    35.3";"    29.3";"    18.6";"    24.8"
"18 jaar of ouder";"Waarde";"2022";"Schiemond";"Rotterdam                               ";"Buurt     ";"BU05990329          ";"    61.1";"    44.7";"    18.7";"    20.3";"    58.5";"    60.6";"     6.8";"     4.8";"    36.9";"    30.7";"    24.5";"    15.5";"    22.2"
"18 jaar of ouder";"Waarde";"2022";"Overschie";"Rotterdam                               ";"Wijk      ";"WK059904            ";"    66.3";"    43.0";"    18.0";"    18.2";"    51.3";"    71.0";"     7.4";"     5.4";"    34.0";"    25.5";"    19.6";"    12.3";"    17.7"
"18 jaar of ouder";"Waarde";"2022";"Kleinpolder";"Rotterdam                               ";"Buurt     ";"BU05990451          ";"    58.6";"    40.1";"    21.1";"    20.9";"    61.1";"    59.8";"     6.6";"     4.8";"    37.8";"    31.0";"    24.7";"    15.8";"    22.6"
"18 jaar of ouder";"Waarde";"2022";"Noord Kethel";"Rotterdam                               ";"Buurt     ";"BU05990452          ";"    76.3";"    49.2";"    12.8";"    10.3";"    41.3";"    83.3";"     7.8";"     7.1";"    33.0";"    13.0";"    11.4";"     4.5";"     8.3"
"18 jaar of ouder";"Waarde";"2022";"Schieveen";"Rotterdam                               ";"Buurt     ";"BU05990454          ";"    76.1";"    45.9";"    13.6";"    12.5";"    40.6";"    83.7";"     8.4";"     6.6";"    29.1";"    17.1";"    13.0";"     6.1";"     9.8"
"18 jaar of ouder";"Waarde";"2022";"Zestienhoven";"Rotterdam                               ";"Buurt     ";"BU05990455          ";"    79.0";"    48.0";"    11.8";"    11.9";"    40.8";"    82.1";"     7.1";"     4.6";"    24.7";"    16.5";"    12.0";"     6.3";"    10.9"
"18 jaar of ouder";"Waarde";"2022";"Overschie";"Rotterdam                               ";"Buurt     ";"BU05990456          ";"    69.2";"    44.1";"    17.3";"    18.0";"    45.8";"    77.8";"     8.3";"     6.1";"    33.6";"    23.9";"    17.6";"    11.4";"    15.8"
"18 jaar of ouder";"Waarde";"2022";"Landzicht";"Rotterdam                               ";"Buurt     ";"BU05990457          ";"    57.4";"    37.6";"    24.2";"    25.6";"    48.8";"    72.3";"     9.2";"     7.1";"    41.2";"    27.9";"    22.8";"    13.7";"    18.7"
"18 jaar of ouder";"Waarde";"2022";"Noord";"Rotterdam                               ";"Wijk      ";"WK059905            ";"    65.7";"    51.8";"    14.0";"    23.6";"    41.6";"    73.2";"    12.8";"     7.7";"    32.3";"    31.6";"    22.6";"    16.4";"    20.6"
"18 jaar of ouder";"Waarde";"2022";"Agniesebuurt";"Rotterdam                               ";"Buurt     ";"BU05990515          ";"    59.6";"    48.8";"    16.3";"    25.8";"    48.7";"    65.3";"    11.9";"     7.2";"    35.4";"    37.5";"    26.6";"    19.6";"    23.6"
"18 jaar of ouder";"Waarde";"2022";"Provenierswijk";"Rotterdam                               ";"Buurt     ";"BU05990516          ";"    65.6";"    52.9";"    13.5";"    24.6";"    40.9";"    74.2";"    12.9";"     7.8";"    31.9";"    32.8";"    22.6";"    17.4";"    21.7"
"18 jaar of ouder";"Waarde";"2022";"Bergpolder";"Rotterdam                               ";"Buurt     ";"BU05990531          ";"    69.9";"    55.1";"    11.6";"    25.5";"    33.2";"    81.1";"    15.6";"     8.9";"    28.9";"    30.8";"    20.8";"    15.6";"    19.2"
"18 jaar of ouder";"Waarde";"2022";"Blijdorp";"Rotterdam                               ";"Buurt     ";"BU05990532          ";"    75.4";"    52.6";"    10.8";"    18.9";"    30.1";"    86.0";"    14.2";"     8.6";"    28.1";"    24.7";"    15.7";"    10.7";"    15.0"
"18 jaar of ouder";"Waarde";"2022";"Liskwartier";"Rotterdam                               ";"Buurt     ";"BU05990534          ";"    65.7";"    52.0";"    14.2";"    22.4";"    43.1";"    72.3";"    12.0";"     7.6";"    33.1";"    30.0";"    22.1";"    15.6";"    19.7"
"18 jaar of ouder";"Waarde";"2022";"Oude Noorden";"Rotterdam                               ";"Buurt     ";"BU05990535          ";"    58.9";"    50.0";"    16.9";"    25.2";"    51.1";"    62.8";"    11.1";"     6.7";"    35.9";"    35.4";"    27.4";"    20.0";"    24.2"
"18 jaar of ouder";"Waarde";"2022";"Blijdorpsepolder";"Rotterdam                               ";"Buurt     ";"BU05990558          ";"    68.5";"    43.6";"    17.3";"    20.4";"    41.2";"    83.3";"     9.6";"     7.0";"    34.0";"    21.2";"    15.4";"     9.6";"    11.5"
"18 jaar of ouder";"Waarde";"2022";"Hillegersberg-Schiebroek";"Rotterdam                               ";"Wijk      ";"WK059906            ";"    69.3";"    46.4";"    15.3";"    16.3";"    46.3";"    76.7";"     7.8";"     6.2";"    33.4";"    23.1";"    17.3";"    10.7";"    15.6"
"18 jaar of ouder";"Waarde";"2022";"Schiebroek";"Rotterdam                               ";"Buurt     ";"BU05990660          ";"    63.0";"    45.2";"    18.1";"    19.1";"    52.9";"    68.9";"     7.4";"     5.7";"    36.9";"    28.0";"    21.8";"    14.3";"    19.4"
"18 jaar of ouder";"Waarde";"2022";"Hillegersberg Zuid";"Rotterdam                               ";"Buurt     ";"BU05990661          ";"    74.8";"    50.6";"    12.8";"    17.3";"    37.3";"    84.3";"     9.9";"     7.0";"    28.9";"    22.4";"    14.8";"    10.0";"    13.8"
"18 jaar of ouder";"Waarde";"2022";"Hillegersberg Noord";"Rotterdam                               ";"Buurt     ";"BU05990662          ";"    67.4";"    43.6";"    15.7";"    15.8";"    47.9";"    76.3";"     7.2";"     6.3";"    35.6";"    22.4";"    17.1";"    10.0";"    15.5"
"18 jaar of ouder";"Waarde";"2022";"Terbregge";"Rotterdam                               ";"Buurt     ";"BU05990664          ";"    73.8";"    46.4";"    15.1";"    14.1";"    42.9";"    81.1";"     8.2";"     6.2";"    30.8";"    18.9";"    14.4";"     8.0";"    12.4"
"18 jaar of ouder";"Waarde";"2022";"Molenlaankwartier";"Rotterdam                               ";"Buurt     ";"BU05990665          ";"    76.3";"    47.2";"    11.6";"    10.9";"    42.3";"    83.3";"     6.9";"     6.1";"    29.8";"    16.5";"    11.8";"     6.1";"    11.1"
"18 jaar of ouder";"Waarde";"2022";"Kralingen-Crooswijk";"Rotterdam                               ";"Wijk      ";"WK059908            ";"    64.4";"    49.3";"    14.4";"    22.7";"    44.2";"    71.6";"    12.0";"     7.9";"    32.9";"    32.4";"    23.3";"    16.4";"    21.5"
"18 jaar of ouder";"Waarde";"2022";"Rubroek";"Rotterdam                               ";"Buurt     ";"BU05990814          ";"    60.6";"    49.5";"    15.9";"    24.9";"    46.0";"    68.7";"    12.3";"     8.0";"    34.8";"    34.8";"    26.0";"    17.8";"    23.2"
"18 jaar of ouder";"Waarde";"2022";"Nieuw Crooswijk";"Rotterdam                               ";"Buurt     ";"BU05990836          ";"    64.5";"    49.9";"    15.6";"    22.0";"    45.4";"    68.5";"    11.0";"     6.6";"    33.0";"    31.8";"    23.7";"    16.5";"    20.5"
"18 jaar of ouder";"Waarde";"2022";"Oud Crooswijk";"Rotterdam                               ";"Buurt     ";"BU05990837          ";"    52.2";"    45.9";"    20.0";"    26.3";"    58.7";"    54.9";"     9.9";"     6.4";"    40.2";"    39.1";"    32.0";"    21.8";"    26.8"
"18 jaar of ouder";"Waarde";"2022";"Kralingen West";"Rotterdam                               ";"Buurt     ";"BU05990841          ";"    64.0";"    50.7";"    13.8";"    23.4";"    43.0";"    71.0";"    13.8";"     8.9";"    33.1";"    32.7";"    24.0";"    16.5";"    21.4"
"18 jaar of ouder";"Waarde";"2022";"Kralingen Oost";"Rotterdam                               ";"Buurt     ";"BU05990842          ";"    75.6";"    51.9";"     9.6";"    17.3";"    36.4";"    84.3";"    11.2";"     8.0";"    26.9";"    25.1";"    14.9";"    11.1";"    16.2"
"18 jaar of ouder";"Waarde";"2022";"Kralingse Bos";"Rotterdam                               ";"Buurt     ";"BU05990843          ";"    66.7";"    41.5";"    20.7";"    20.6";"    46.9";"    77.4";"     8.7";"     7.5";"    36.5";"    22.4";"    17.2";"    10.2";"    13.4"
"18 jaar of ouder";"Waarde";"2022";"De Esch";"Rotterdam                               ";"Buurt     ";"BU05990845          ";"    62.3";"    39.7";"    18.4";"    21.4";"    51.6";"    69.6";"     8.5";"     5.6";"    36.1";"    30.9";"    23.1";"    15.7";"    21.3"
"18 jaar of ouder";"Waarde";"2022";"Struisenburg";"Rotterdam                               ";"Buurt     ";"BU05990847          ";"    71.3";"    53.5";"     9.9";"    22.4";"    32.6";"    82.5";"    13.7";"     9.3";"    27.0";"    31.9";"    19.2";"    15.1";"    21.6"
"18 jaar of ouder";"Waarde";"2022";"Feijenoord";"Rotterdam                               ";"Wijk      ";"WK059910            ";"    56.6";"    43.2";"    20.7";"    25.0";"    58.2";"    57.6";"     8.9";"     5.4";"    37.5";"    36.0";"    29.1";"    19.6";"    25.0"
"18 jaar of ouder";"Waarde";"2022";"Kop van Zuid";"Rotterdam                               ";"Buurt     ";"BU05991017          ";"    73.7";"    50.5";"    12.5";"    20.2";"    36.0";"    82.3";"    11.9";"     7.5";"    27.3";"    27.8";"    17.6";"    13.4";"    17.6"
"18 jaar of ouder";"Waarde";"2022";"Kop van Zuid - Entrepot";"Rotterdam                               ";"Buurt     ";"BU05991079          ";"    61.1";"    43.1";"    18.2";"    20.7";"    55.1";"    61.1";"     8.6";"     5.3";"    36.3";"    31.5";"    25.3";"    16.6";"    22.2"
"18 jaar of ouder";"Waarde";"2022";"Vreewijk";"Rotterdam                               ";"Buurt     ";"BU05991080          ";"    55.1";"    40.5";"    22.4";"    26.1";"    56.5";"    62.8";"     9.3";"     6.5";"    40.8";"    34.1";"    27.4";"    18.0";"    23.4"
"18 jaar of ouder";"Waarde";"2022";"Bloemhof";"Rotterdam                               ";"Buurt     ";"BU05991081          ";"    53.0";"    43.5";"    22.9";"    29.1";"    61.2";"    52.5";"     9.0";"     5.4";"    38.0";"    40.4";"    33.7";"    22.6";"    28.0"
"18 jaar of ouder";"Waarde";"2022";"Hillesluis";"Rotterdam                               ";"Buurt     ";"BU05991082          ";"    54.5";"    43.2";"    22.3";"    26.7";"    63.9";"    49.9";"     8.5";"     4.6";"    36.3";"    39.7";"    31.8";"    22.4";"    28.0"
"18 jaar of ouder";"Waarde";"2022";"Katendrecht";"Rotterdam                               ";"Buurt     ";"BU05991085          ";"    66.6";"    47.2";"    16.1";"    20.2";"    48.0";"    71.7";"     9.7";"     5.6";"    32.5";"    28.7";"    20.9";"    14.0";"    18.9"
"18 jaar of ouder";"Waarde";"2022";"Afrikaanderwijk";"Rotterdam                               ";"Buurt     ";"BU05991086          ";"    50.4";"    41.1";"    21.9";"    25.6";"    67.7";"    45.2";"     7.6";"     4.3";"    40.2";"    40.1";"    35.3";"    22.9";"    28.5"
"18 jaar of ouder";"Waarde";"2022";"Feijenoord";"Rotterdam                               ";"Buurt     ";"BU05991087          ";"    50.0";"    41.5";"    23.2";"    24.9";"    68.4";"    45.0";"     6.6";"     3.9";"    40.9";"    40.6";"    34.3";"    23.6";"    28.7"
"18 jaar of ouder";"Waarde";"2022";"Noordereiland";"Rotterdam                               ";"Buurt     ";"BU05991088          ";"    65.3";"    47.1";"    15.6";"    22.2";"    41.6";"    73.8";"    11.4";"     7.3";"    34.0";"    29.6";"    21.4";"    14.4";"    20.0"
"18 jaar of ouder";"Waarde";"2022";"IJsselmonde";"Rotterdam                               ";"Wijk      ";"WK059912            ";"    59.5";"    38.6";"    22.1";"    23.0";"    58.4";"    63.1";"     7.4";"     5.0";"    37.4";"    31.0";"    24.8";"    16.1";"    21.6"
"18 jaar of ouder";"Waarde";"2022";"Oud IJsselmonde";"Rotterdam                               ";"Buurt     ";"BU05991283          ";"    69.1";"    39.6";"    18.4";"    18.3";"    51.1";"    72.3";"     7.8";"     5.5";"    32.4";"    24.0";"    18.9";"    11.5";"    16.4"
"18 jaar of ouder";"Waarde";"2022";"Lombardijen";"Rotterdam                               ";"Buurt     ";"BU05991284          ";"    57.4";"    39.0";"    22.0";"    24.5";"    60.7";"    59.9";"     7.0";"     4.8";"    37.8";"    34.1";"    26.9";"    17.9";"    23.9"
"18 jaar of ouder";"Waarde";"2022";"Groot IJsselmonde";"Rotterdam                               ";"Buurt     ";"BU05991289          ";"    58.5";"    37.9";"    22.4";"    22.7";"    58.8";"    62.8";"     7.2";"     5.1";"    38.5";"    30.9";"    24.9";"    15.9";"    21.5"
"18 jaar of ouder";"Waarde";"2022";"Beverwaard";"Rotterdam                               ";"Buurt     ";"BU05991290          ";"    59.4";"    39.4";"    23.7";"    24.3";"    58.7";"    62.5";"     8.2";"     4.9";"    37.0";"    31.6";"    25.4";"    16.9";"    22.2"
"18 jaar of ouder";"Waarde";"2022";"Pernis";"Rotterdam                               ";"Wijk      ";"WK059913            ";"    69.0";"    38.3";"    20.0";"    19.2";"    45.4";"    77.4";"     9.0";"     6.8";"    33.5";"    21.5";"    17.0";"     9.5";"    13.9"
"18 jaar of ouder";"Waarde";"2022";"Pernis";"Rotterdam                               ";"Buurt     ";"BU05991391          ";"    69.0";"    38.3";"    20.0";"    19.2";"    45.4";"    77.4";"     9.0";"     6.8";"    33.5";"    21.5";"    17.0";"     9.5";"    13.9"
"18 jaar of ouder";"Waarde";"2022";"Prins Alexander";"Rotterdam                               ";"Wijk      ";"WK059914            ";"    64.2";"    41.1";"    18.3";"    18.5";"    51.6";"    72.4";"     7.7";"     6.0";"    36.7";"    25.5";"    19.7";"    12.2";"    17.6"
"18 jaar of ouder";"Waarde";"2022";"'s-Gravenland";"Rotterdam                               ";"Buurt     ";"BU05991444          ";"    71.8";"    43.2";"    15.2";"    15.0";"    45.3";"    78.9";"     7.8";"     6.1";"    32.0";"    20.9";"    15.3";"     9.2";"    13.6"
"18 jaar of ouder";"Waarde";"2022";"Kralingseveer";"Rotterdam                               ";"Buurt     ";"BU05991446          ";"    69.3";"    41.0";"    18.0";"    18.2";"    46.6";"    77.2";"     8.6";"     6.2";"    32.8";"    23.4";"    17.5";"    10.5";"    15.8"
"18 jaar of ouder";"Waarde";"2022";"Prinsenland";"Rotterdam                               ";"Buurt     ";"BU05991448          ";"    61.8";"    39.0";"    19.0";"    18.4";"    52.9";"    71.1";"     7.2";"     6.2";"    39.3";"    25.7";"    20.4";"    12.1";"    18.1"
"18 jaar of ouder";"Waarde";"2022";"Het Lage Land";"Rotterdam                               ";"Buurt     ";"BU05991449          ";"    63.3";"    42.0";"    17.6";"    20.6";"    49.4";"    73.1";"     8.8";"     6.7";"    36.0";"    28.7";"    20.9";"    13.8";"    19.5"
"18 jaar of ouder";"Waarde";"2022";"Ommoord";"Rotterdam                               ";"Buurt     ";"BU05991463          ";"    61.4";"    39.7";"    19.1";"    18.1";"    53.6";"    71.1";"     7.1";"     6.2";"    38.9";"    25.7";"    20.4";"    12.2";"    17.7"
"18 jaar of ouder";"Waarde";"2022";"Zevenkamp";"Rotterdam                               ";"Buurt     ";"BU05991466          ";"    62.2";"    41.3";"    20.2";"    20.9";"    53.8";"    69.7";"     7.8";"     5.7";"    37.7";"    27.5";"    21.3";"    13.9";"    19.2"
"18 jaar of ouder";"Waarde";"2022";"Oosterflank";"Rotterdam                               ";"Buurt     ";"BU05991467          ";"    58.7";"    40.3";"    20.5";"    22.1";"    55.2";"    67.1";"     8.0";"     6.0";"    40.7";"    30.3";"    23.6";"    15.4";"    21.6"
"18 jaar of ouder";"Waarde";"2022";"Nesselande";"Rotterdam                               ";"Buurt     ";"BU05991468          ";"    74.9";"    44.0";"    14.5";"    13.3";"    47.0";"    79.0";"     7.8";"     5.3";"    28.9";"    18.5";"    14.4";"     7.6";"    12.6"
"18 jaar of ouder";"Waarde";"2022";"Charlois";"Rotterdam                               ";"Wijk      ";"WK059915            ";"    58.5";"    42.8";"    20.4";"    27.0";"    56.0";"    63.0";"     8.9";"     5.5";"    36.0";"    35.0";"    27.0";"    18.4";"    24.5"
"18 jaar of ouder";"Waarde";"2022";"Charlois Zuidrand";"Rotterdam                               ";"Buurt     ";"BU05991570          ";"    68.7";"    41.8";"    16.4";"    18.2";"    51.3";"    74.8";"     7.6";"     5.5";"    33.0";"    23.0";"    17.1";"     9.7";"    16.9"
"18 jaar of ouder";"Waarde";"2022";"Tarwewijk";"Rotterdam                               ";"Buurt     ";"BU05991571          ";"    58.4";"    46.6";"    18.8";"    29.9";"    53.0";"    63.5";"    10.7";"     6.1";"    34.3";"    37.6";"    30.2";"    20.4";"    26.4"
"18 jaar of ouder";"Waarde";"2022";"Carnisse";"Rotterdam                               ";"Buurt     ";"BU05991572          ";"    61.2";"    45.8";"    18.3";"    30.0";"    47.7";"    70.1";"    11.3";"     6.6";"    32.9";"    35.6";"    25.5";"    18.6";"    25.0"
"18 jaar of ouder";"Waarde";"2022";"Zuidwijk";"Rotterdam                               ";"Buurt     ";"BU05991573          ";"    54.9";"    37.8";"    23.0";"    25.7";"    62.1";"    57.8";"     7.2";"     4.7";"    39.9";"    35.3";"    28.3";"    18.4";"    24.9"
"18 jaar of ouder";"Waarde";"2022";"Oud Charlois";"Rotterdam                               ";"Buurt     ";"BU05991574          ";"    60.5";"    45.4";"    19.6";"    26.0";"    54.4";"    65.6";"     8.7";"     5.6";"    35.3";"    33.9";"    25.2";"    17.6";"    23.4"
"18 jaar of ouder";"Waarde";"2022";"Wielewaal";"Rotterdam                               ";"Buurt     ";"BU05991575          ";"    52.7";"    35.7";"    23.7";"    24.9";"    56.6";"    66.3";"     7.9";"     6.5";"    45.6";"    30.5";"    25.4";"    15.3";"    22.2"
"18 jaar of ouder";"Waarde";"2022";"Zuidplein";"Rotterdam                               ";"Buurt     ";"BU05991576          ";"    61.1";"    41.2";"    18.8";"    25.8";"    49.8";"    68.8";"    10.2";"     6.7";"    35.2";"    31.5";"    23.7";"    15.9";"    22.4"
"18 jaar of ouder";"Waarde";"2022";"Pendrecht";"Rotterdam                               ";"Buurt     ";"BU05991577          ";"    56.2";"    39.8";"    22.2";"    25.0";"    64.3";"    55.3";"     6.6";"     4.1";"    37.3";"    35.5";"    28.0";"    19.0";"    25.1"
"18 jaar of ouder";"Waarde";"2022";"Zuiderpark";"Rotterdam                               ";"Buurt     ";"BU05991578          ";"    61.9";"    40.8";"    19.2";"    23.1";"    56.4";"    62.8";"     7.1";"     5.2";"    36.6";"    28.9";"    22.3";"    14.5";"    20.9"
"18 jaar of ouder";"Waarde";"2022";"Heijplaat";"Rotterdam                               ";"Buurt     ";"BU05991593          ";"    62.9";"    37.4";"    22.3";"    23.2";"    51.4";"    70.1";"     8.9";"     6.2";"    35.1";"    27.0";"    21.3";"    12.9";"    17.5"
"18 jaar of ouder";"Waarde";"2022";"Hoogvliet";"Rotterdam                               ";"Wijk      ";"WK059916            ";"    62.7";"    39.3";"    22.3";"    20.7";"    55.0";"    70.1";"     7.3";"     5.3";"    37.2";"    26.8";"    21.0";"    12.9";"    17.9"
"18 jaar of ouder";"Waarde";"2022";"Hoogvliet Noord";"Rotterdam                               ";"Buurt     ";"BU05991692          ";"    63.2";"    40.0";"    22.2";"    21.1";"    56.0";"    69.0";"     7.3";"     4.9";"    35.6";"    27.5";"    21.6";"    13.5";"    18.9"
"18 jaar of ouder";"Waarde";"2022";"Hoogvliet Zuid";"Rotterdam                               ";"Buurt     ";"BU05991699          ";"    62.4";"    38.8";"    22.3";"    20.4";"    54.4";"    70.6";"     7.3";"     5.5";"    38.1";"    26.3";"    20.7";"    12.6";"    17.4"
"18 jaar of ouder";"Waarde";"2022";"Hoek van Holland";"Rotterdam                               ";"Wijk      ";"WK059917            ";"    67.6";"    45.3";"    19.7";"    18.1";"    43.3";"    80.5";"     9.0";"     7.0";"    35.7";"    20.3";"    16.6";"     8.8";"    13.7"
"18 jaar of ouder";"Waarde";"2022";"Strand en Duin";"Rotterdam                               ";"Buurt     ";"BU05991701          ";"    78.0";"    51.2";"    15.7";"    13.5";"    34.3";"    87.1";"    10.0";"     7.3";"    27.4";"    15.7";"    11.2";"     5.7";"     9.1"
"18 jaar of ouder";"Waarde";"2022";"Dorp";"Rotterdam                               ";"Buurt     ";"BU05991702          ";"    64.6";"    43.5";"    20.9";"    19.5";"    45.9";"    78.5";"     8.7";"     6.9";"    38.2";"    21.7";"    18.2";"     9.8";"    15.1"
"18 jaar of ouder";"Waarde";"2022";"Rijnpoort";"Rotterdam                               ";"Buurt     ";"BU05991703          ";"    76.5";"    52.7";"    13.3";"    16.0";"    38.4";"    83.7";"     9.8";"     8.0";"    26.6";"    14.7";"    11.4";"     5.7";"     9.7"
"18 jaar of ouder";"Waarde";"2022";"Spaanse Polder";"Rotterdam                               ";"Wijk      ";"WK059918            ";"    71.9";"    43.9";"    16.7";"    16.9";"    43.9";"    79.8";"     8.0";"     7.2";"    32.2";"    17.8";"    13.5";"     7.8";"    13.4"
"18 jaar of ouder";"Waarde";"2022";"Spaanse Polder";"Rotterdam                               ";"Buurt     ";"BU05991853          ";"    71.9";"    43.9";"    16.7";"    16.9";"    43.9";"    79.8";"     8.0";"     7.2";"    32.2";"    17.8";"    13.5";"     7.8";"    13.4"
"18 jaar of ouder";"Waarde";"2022";"Nieuw Mathenesse";"Rotterdam                               ";"Wijk      ";"WK059919            ";"    74.2";"    52.8";"    11.8";"    27.2";"    42.9";"    79.7";"     8.5";"     4.8";"    21.3";"    34.7";"    20.0";"    15.8";"    27.6"
"18 jaar of ouder";"Waarde";"2022";"Nieuw Mathenesse";"Rotterdam                               ";"Buurt     ";"BU05991926          ";"    74.2";"    52.8";"    11.8";"    27.2";"    42.9";"    79.7";"     8.5";"     4.8";"    21.3";"    34.7";"    20.0";"    15.8";"    27.6"
"18 jaar of ouder";"Waarde";"2022";"Waalhaven-Eemhaven";"Rotterdam                               ";"Wijk      ";"WK059921            ";"    66.9";"    45.1";"    15.4";"    29.9";"    52.8";"    75.7";"     7.2";"     4.9";"    27.3";"    34.5";"    18.7";"    15.0";"    25.6"
"18 jaar of ouder";"Waarde";"2022";"Waalhaven";"Rotterdam                               ";"Buurt     ";"BU05992194          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Eemhaven";"Rotterdam                               ";"Buurt     ";"BU05992196          ";"    68.1";"    39.3";"    19.7";"    21.7";"    45.6";"    77.0";"    11.7";"     8.1";"    29.7";"    25.3";"    17.5";"    10.7";"    17.3"
"18 jaar of ouder";"Waarde";"2022";"Waalhaven Zuid";"Rotterdam                               ";"Buurt     ";"BU05992198          ";"    67.0";"    46.2";"    14.5";"    30.9";"    54.7";"    75.4";"     5.9";"     4.1";"    27.0";"    35.9";"    18.6";"    15.3";"    26.9"
"18 jaar of ouder";"Waarde";"2022";"Vondelingenplaat";"Rotterdam                               ";"Wijk      ";"WK059922            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Vondelingenplaat";"Rotterdam                               ";"Buurt     ";"BU05992295          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Botlek-Europoort-Maasvlakte";"Rotterdam                               ";"Wijk      ";"WK059923            ";"    69.5";"    48.2";"    17.7";"    33.8";"    41.3";"    76.1";"     5.8";"     5.0";"    27.4";"    31.9";"    23.2";"    14.1";"    35.3"
"18 jaar of ouder";"Waarde";"2022";"Botlek";"Rotterdam                               ";"Buurt     ";"BU05992306          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Europoort";"Rotterdam                               ";"Buurt     ";"BU05992307          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Maasvlakte";"Rotterdam                               ";"Buurt     ";"BU05992308          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Rotterdam-Noord-West";"Rotterdam                               ";"Wijk      ";"WK059924            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Bedrijvenpark Noord-West";"Rotterdam                               ";"Buurt     ";"BU05992459          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Rivium";"Rotterdam                               ";"Wijk      ";"WK059925            ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Rivium";"Rotterdam                               ";"Buurt     ";"BU05992540          ";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"18 jaar of ouder";"Waarde";"2022";"Rozenburg";"Rotterdam                               ";"Wijk      ";"WK059927            ";"    65.0";"    42.0";"    22.8";"    19.4";"    48.6";"    75.5";"     8.6";"     6.2";"    36.4";"    23.9";"    19.0";"    11.0";"    15.9"
